id,data_subject_id,host,event_id,text,region,label
4820,user1886,PC-253,7045,Scheduled task created. Name: book by user1886,Queensland,0
4828,user1943,PC-156,4698,An account was locked out. User: user1943,ACT,0
4829,user1681,PC-907,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-907,Northern Territory,0
4833,user1046,PC-446,4624,An account was locked out. User: user1046,Victoria,0
4834,user1366,PC-517,4625,A service was installed in the system. Service: begin by user1366,Western Australia,0
4836,user1318,PC-248,4697,An account was locked out. User: user1318,Western Australia,0
4838,user1597,PC-579,4698,An account was successfully logged on. User: user1597 from PC-579,Western Australia,0
4839,user1502,PC-300,1116,An account was successfully logged on. User: user1502 from PC-300,Victoria,0
4840,user1418,PC-997,4624,Scheduled task created. Name: town by user1418,New South Wales,0
4841,user1281,PC-874,4698,An account was locked out. User: user1281,Western Australia,0
4843,user1573,PC-709,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-709,Western Australia,0
4850,user1304,PC-709,4698,Scheduled task created. Name: time by user1304,Western Australia,0
4852,user1200,PC-520,4625,Scheduled task created. Name: exist by user1200,New South Wales,0
4853,user1394,PC-305,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-305,South Australia,0
4854,user1653,PC-235,1116,An account was locked out. User: user1653,Western Australia,0
4855,user1267,PC-121,4624,A logon attempt was made using explicit credentials. User: user1267,Tasmania,0
4856,user1332,PC-112,7045,Malware alert from Defender. Detection: Worm:Win32 on PC-112,New South Wales,0
4857,user1719,PC-576,4624,An account was locked out. User: user1719,Western Australia,0
4858,user1508,PC-640,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-640,South Australia,0
4861,user1846,PC-762,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-762,ACT,0
4862,user1413,PC-292,4624,A logon attempt was made using explicit credentials. User: user1413,South Australia,0
4863,user1540,PC-792,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-792,ACT,0
4864,user1783,PC-571,4624,An account was successfully logged on. User: user1783 from PC-571,Northern Territory,0
4866,user1833,PC-621,4698,An account was successfully logged on. User: user1833 from PC-621,Western Australia,0
4868,user1621,PC-219,4624,A service was installed in the system. Service: little by user1621,Queensland,0
4870,user1276,PC-671,7045,A service was installed in the system. Service: simple by user1276,Northern Territory,0
4871,user1539,PC-899,4697,A service was installed in the system. Service: financial by user1539,Western Australia,0
4874,user1895,PC-277,4698,A service was installed in the system. Service: blue by user1895,ACT,0
4875,user1239,PC-588,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-588,ACT,0
4879,user1535,PC-212,7045,Malware alert from Defender. Detection: Worm:Win32 on PC-212,South Australia,0
4883,user1946,PC-813,7045,Scheduled task created. Name: only by user1946,Western Australia,0
4886,user1452,PC-110,4625,A logon attempt was made using explicit credentials. User: user1452,South Australia,0
4889,user1188,PC-741,1116,A service was installed in the system. Service: political by user1188,New South Wales,0
4893,user1651,PC-637,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-637,Northern Territory,0
4898,user1490,PC-551,4624,A service was installed in the system. Service: collection by user1490,Western Australia,0
4899,user1369,PC-109,1116,An account was locked out. User: user1369,Queensland,0
4900,user1109,PC-592,4624,An account was locked out. User: user1109,Tasmania,0
4903,user1418,PC-968,7045,A logon attempt was made using explicit credentials. User: user1418,New South Wales,0
4906,user1827,PC-392,1116,An account was locked out. User: user1827,Queensland,0
4908,user1272,PC-812,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-812,Queensland,0
4909,user1461,PC-195,4625,A logon attempt was made using explicit credentials. User: user1461,Tasmania,0
4911,user1389,PC-562,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-562,Northern Territory,0
4912,user1047,PC-432,4697,Scheduled task created. Name: TV by user1047,South Australia,0
4913,user1192,PC-739,1116,An account was locked out. User: user1192,South Australia,0
4916,user1682,PC-835,4698,An account was successfully logged on. User: user1682 from PC-835,Tasmania,0
4918,user1312,PC-667,4624,A logon attempt was made using explicit credentials. User: user1312,Tasmania,0
4919,user1091,PC-351,4698,A logon attempt was made using explicit credentials. User: user1091,Queensland,0
4921,user1869,PC-980,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-980,Tasmania,0
4922,user1447,PC-830,4697,A service was installed in the system. Service: billion by user1447,Tasmania,0
4927,user1013,PC-167,1116,An account was successfully logged on. User: user1013 from PC-167,ACT,0
4928,user1927,PC-329,4697,Scheduled task created. Name: carry by user1927,Victoria,0
4930,user1525,PC-115,7045,An account was successfully logged on. User: user1525 from PC-115,Northern Territory,0
4933,user1371,PC-871,4625,A service was installed in the system. Service: certainly by user1371,ACT,0
4934,user1519,PC-718,4697,An account was locked out. User: user1519,Tasmania,0
4936,user1959,PC-425,4697,An account was locked out. User: user1959,South Australia,0
4937,user1142,PC-193,7045,An account was locked out. User: user1142,Queensland,0
4940,user1220,PC-716,7045,An account was successfully logged on. User: user1220 from PC-716,ACT,0
4941,user1809,PC-931,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-931,Northern Territory,0
4945,user1810,PC-272,1116,An account was locked out. User: user1810,New South Wales,0
4946,user1207,PC-406,4697,A service was installed in the system. Service: those by user1207,ACT,0
4947,user1979,PC-286,4625,A service was installed in the system. Service: ready by user1979,Northern Territory,0
4950,user1462,PC-408,4625,An account was successfully logged on. User: user1462 from PC-408,Tasmania,0
4952,user1674,PC-604,4698,A service was installed in the system. Service: capital by user1674,South Australia,0
4959,user1419,PC-841,4624,A service was installed in the system. Service: nation by user1419,Tasmania,0
4960,user1928,PC-423,1116,Scheduled task created. Name: understand by user1928,South Australia,0
4966,user1635,PC-997,4698,A logon attempt was made using explicit credentials. User: user1635,New South Wales,0
4969,user1496,PC-173,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-173,Tasmania,0
4970,user1021,PC-704,1116,A service was installed in the system. Service: inside by user1021,South Australia,0
4971,user1000,PC-124,4697,A logon attempt was made using explicit credentials. User: user1000,ACT,0
4977,user1262,PC-263,4624,An account was successfully logged on. User: user1262 from PC-263,Victoria,0
4981,user1676,PC-419,4698,Scheduled task created. Name: back by user1676,Victoria,0
4983,user1162,PC-848,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-848,New South Wales,0
4984,user1003,PC-747,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-747,New South Wales,0
4986,user1412,PC-932,7045,A service was installed in the system. Service: behavior by user1412,New South Wales,0
4987,user1029,PC-592,1116,A service was installed in the system. Service: hope by user1029,Queensland,0
4988,user1451,PC-151,4625,A service was installed in the system. Service: this by user1451,Victoria,0
4989,user1299,PC-145,4698,An account was locked out. User: user1299,Victoria,0
4991,user1765,PC-382,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-382,Queensland,0
4992,user1221,PC-737,4624,A service was installed in the system. Service: difference by user1221,ACT,0
4994,user1539,PC-434,4697,Malware alert from Defender. Detection: Worm:Win32 on PC-434,Western Australia,0
4995,user1003,PC-581,7045,An account was successfully logged on. User: user1003 from PC-581,New South Wales,0
4997,user1748,PC-596,1116,A service was installed in the system. Service: range by user1748,Western Australia,0
5003,user1931,PC-295,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-295,New South Wales,0
5009,user1708,PC-378,4697,A logon attempt was made using explicit credentials. User: user1708,Victoria,0
5010,user1822,PC-514,4624,A service was installed in the system. Service: line by user1822,Tasmania,0
5012,user1324,PC-558,1116,Scheduled task created. Name: agent by user1324,Tasmania,0
5014,user1429,PC-417,4698,A service was installed in the system. Service: body by user1429,Northern Territory,0
5018,user1013,PC-864,1116,Scheduled task created. Name: unit by user1013,ACT,0
5020,user1205,PC-508,7045,An account was successfully logged on. User: user1205 from PC-508,New South Wales,0
5021,user1051,PC-875,4697,Scheduled task created. Name: early by user1051,ACT,0
5022,user1492,PC-115,7045,An account was successfully logged on. User: user1492 from PC-115,Western Australia,0
5023,user1956,PC-518,7045,An account was successfully logged on. User: user1956 from PC-518,Victoria,0
5024,user1943,PC-152,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-152,ACT,0
5025,user1811,PC-989,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-989,Victoria,0
5026,user1053,PC-878,1116,Scheduled task created. Name: wide by user1053,Western Australia,0
5029,user1215,PC-855,4698,An account was successfully logged on. User: user1215 from PC-855,South Australia,0
5030,user1489,PC-514,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-514,Tasmania,0
5031,user1702,PC-653,4624,Scheduled task created. Name: hundred by user1702,Northern Territory,0
5032,user1185,PC-342,4698,A service was installed in the system. Service: coach by user1185,ACT,0
5034,user1916,PC-665,1116,An account was locked out. User: user1916,Queensland,0
5035,user1610,PC-259,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-259,ACT,0
5036,user1668,PC-117,7045,A service was installed in the system. Service: born by user1668,Queensland,0
5037,user1700,PC-983,7045,An account was successfully logged on. User: user1700 from PC-983,South Australia,0
5038,user1477,PC-619,4624,A logon attempt was made using explicit credentials. User: user1477,South Australia,0
5042,user1767,PC-398,1116,A logon attempt was made using explicit credentials. User: user1767,New South Wales,0
5043,user1998,PC-767,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-767,Victoria,0
5045,user1921,PC-678,4625,A logon attempt was made using explicit credentials. User: user1921,South Australia,0
5046,user1850,PC-108,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-108,South Australia,0
5048,user1266,PC-505,4697,An account was locked out. User: user1266,Northern Territory,0
5051,user1165,PC-417,4624,Scheduled task created. Name: possible by user1165,Western Australia,0
5053,user1525,PC-990,4698,An account was locked out. User: user1525,Northern Territory,0
5055,user1099,PC-891,7045,An account was locked out. User: user1099,ACT,0
5056,user1056,PC-393,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-393,Queensland,0
5060,user1562,PC-927,4625,Scheduled task created. Name: morning by user1562,Queensland,0
5061,user1413,PC-334,4625,An account was locked out. User: user1413,South Australia,0
5062,user1511,PC-595,1116,An account was locked out. User: user1511,Victoria,0
5063,user1691,PC-251,4624,Scheduled task created. Name: involve by user1691,Tasmania,0
5064,user1027,PC-102,1116,A logon attempt was made using explicit credentials. User: user1027,Tasmania,0
5065,user1235,PC-811,4625,An account was successfully logged on. User: user1235 from PC-811,Western Australia,0
5066,user1024,PC-527,4625,A service was installed in the system. Service: still by user1024,South Australia,0
5067,user1061,PC-504,4698,A service was installed in the system. Service: Mr by user1061,Queensland,0
5068,user1302,PC-931,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-931,South Australia,0
5069,user1341,PC-194,4625,A logon attempt was made using explicit credentials. User: user1341,Victoria,0
5071,user1053,PC-272,4697,Malware alert from Defender. Detection: Worm:Win32 on PC-272,Western Australia,0
5079,user1185,PC-245,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-245,ACT,0
5082,user1666,PC-740,4624,An account was locked out. User: user1666,South Australia,0
5083,user1454,PC-709,1116,A service was installed in the system. Service: sense by user1454,Queensland,0
5084,user1261,PC-893,7045,A logon attempt was made using explicit credentials. User: user1261,Tasmania,0
5086,user1460,PC-626,4698,An account was locked out. User: user1460,New South Wales,0
5090,user1721,PC-201,4625,An account was successfully logged on. User: user1721 from PC-201,Western Australia,0
5091,user1982,PC-589,4625,A service was installed in the system. Service: if by user1982,Tasmania,0
5093,user1288,PC-441,4697,An account was successfully logged on. User: user1288 from PC-441,ACT,0
5094,user1357,PC-315,1116,A service was installed in the system. Service: painting by user1357,Queensland,0
5095,user1067,PC-193,7045,A logon attempt was made using explicit credentials. User: user1067,ACT,0
5101,user1731,PC-979,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-979,Victoria,0
5102,user1367,PC-422,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-422,New South Wales,0
5107,user1881,PC-219,4625,A logon attempt was made using explicit credentials. User: user1881,Tasmania,0
5111,user1762,PC-105,4698,Scheduled task created. Name: north by user1762,South Australia,0
5112,user1525,PC-112,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-112,Northern Territory,0
5113,user1877,PC-376,7045,Scheduled task created. Name: develop by user1877,Northern Territory,0
5116,user1841,PC-126,4697,An account was locked out. User: user1841,Western Australia,0
5119,user1264,PC-647,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-647,ACT,0
5122,user1488,PC-219,4624,A logon attempt was made using explicit credentials. User: user1488,South Australia,0
5123,user1889,PC-313,4698,An account was locked out. User: user1889,New South Wales,0
5124,user1040,PC-192,4698,An account was successfully logged on. User: user1040 from PC-192,South Australia,0
5126,user1700,PC-771,7045,Scheduled task created. Name: sport by user1700,South Australia,0
5131,user1150,PC-713,4698,An account was successfully logged on. User: user1150 from PC-713,Victoria,0
5136,user1262,PC-897,4624,A logon attempt was made using explicit credentials. User: user1262,Victoria,0
5139,user1830,PC-967,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-967,ACT,0
5140,user1471,PC-545,4698,A logon attempt was made using explicit credentials. User: user1471,Victoria,0
5142,user1876,PC-758,4697,Scheduled task created. Name: fight by user1876,Victoria,0
5148,user1117,PC-938,4698,A service was installed in the system. Service: administration by user1117,South Australia,0
5149,user1485,PC-576,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-576,Western Australia,0
5150,user1684,PC-337,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-337,Queensland,0
5152,user1808,PC-884,4698,An account was successfully logged on. User: user1808 from PC-884,Western Australia,0
5156,user1359,PC-838,4625,Scheduled task created. Name: middle by user1359,Tasmania,0
5157,user1732,PC-775,7045,Scheduled task created. Name: teacher by user1732,ACT,0
5159,user1508,PC-878,7045,A service was installed in the system. Service: forget by user1508,South Australia,0
5162,user1898,PC-435,4698,An account was successfully logged on. User: user1898 from PC-435,Queensland,0
5166,user1743,PC-834,4697,A logon attempt was made using explicit credentials. User: user1743,Queensland,0
5167,user1737,PC-896,1116,A service was installed in the system. Service: it by user1737,Queensland,0
5169,user1747,PC-883,4625,A service was installed in the system. Service: way by user1747,Tasmania,0
5174,user1615,PC-458,4625,An account was successfully logged on. User: user1615 from PC-458,South Australia,0
5175,user1580,PC-676,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-676,Victoria,0
5177,user1553,PC-837,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-837,Northern Territory,0
5180,user1769,PC-583,1116,Scheduled task created. Name: among by user1769,Western Australia,0
5181,user1401,PC-403,4624,An account was locked out. User: user1401,Queensland,0
5184,user1170,PC-464,4624,An account was locked out. User: user1170,Western Australia,0
5186,user1068,PC-450,4698,Scheduled task created. Name: understand by user1068,Northern Territory,0
5188,user1746,PC-412,4698,A service was installed in the system. Service: few by user1746,New South Wales,0
5189,user1115,PC-780,4698,A logon attempt was made using explicit credentials. User: user1115,Tasmania,0
5190,user1564,PC-922,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-922,Western Australia,0
5192,user1383,PC-950,4698,Scheduled task created. Name: month by user1383,Western Australia,0
5196,user1531,PC-156,4697,An account was locked out. User: user1531,South Australia,0
5197,user1106,PC-566,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-566,South Australia,0
5200,user1274,PC-525,4624,A service was installed in the system. Service: easy by user1274,ACT,0
5202,user1927,PC-821,4624,An account was locked out. User: user1927,Victoria,0
5206,user1825,PC-825,7045,An account was locked out. User: user1825,Tasmania,0
5209,user1255,PC-326,4624,A service was installed in the system. Service: hope by user1255,New South Wales,0
5210,user1741,PC-600,7045,A service was installed in the system. Service: score by user1741,South Australia,0
5211,user1421,PC-333,1116,A service was installed in the system. Service: note by user1421,Northern Territory,0
5213,user1835,PC-356,1116,An account was successfully logged on. User: user1835 from PC-356,ACT,0
5217,user1126,PC-166,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-166,South Australia,0
5218,user1036,PC-981,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-981,Northern Territory,0
5221,user1804,PC-164,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-164,Northern Territory,0
5223,user1651,PC-482,4625,An account was locked out. User: user1651,Northern Territory,0
5231,user1715,PC-337,4624,An account was successfully logged on. User: user1715 from PC-337,Queensland,0
5235,user1916,PC-106,4697,Scheduled task created. Name: check by user1916,Queensland,0
5238,user1845,PC-943,4697,A logon attempt was made using explicit credentials. User: user1845,Western Australia,0
5239,user1576,PC-790,4698,An account was successfully logged on. User: user1576 from PC-790,New South Wales,0
5241,user1809,PC-622,4625,An account was successfully logged on. User: user1809 from PC-622,Northern Territory,0
5245,user1915,PC-140,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-140,South Australia,0
5247,user1183,PC-356,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-356,Northern Territory,0
5248,user1586,PC-837,4624,A logon attempt was made using explicit credentials. User: user1586,Northern Territory,0
5249,user1957,PC-367,4697,A service was installed in the system. Service: poor by user1957,Western Australia,0
5252,user1103,PC-847,4697,An account was locked out. User: user1103,Queensland,0
5254,user1637,PC-638,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-638,Western Australia,0
5255,user1565,PC-131,7045,A logon attempt was made using explicit credentials. User: user1565,South Australia,0
5256,user1878,PC-888,7045,An account was locked out. User: user1878,Victoria,0
5258,user1123,PC-385,4698,A service was installed in the system. Service: president by user1123,New South Wales,0
5263,user1084,PC-654,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-654,Western Australia,0
5265,user1145,PC-138,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-138,Northern Territory,0
5266,user1749,PC-524,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-524,ACT,0
5271,user1512,PC-176,4698,An account was successfully logged on. User: user1512 from PC-176,ACT,0
5273,user1803,PC-438,4698,An account was locked out. User: user1803,Victoria,0
5274,user1244,PC-974,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-974,ACT,0
5277,user1538,PC-406,4624,A logon attempt was made using explicit credentials. User: user1538,Queensland,0
5282,user1811,PC-450,4698,An account was successfully logged on. User: user1811 from PC-450,Victoria,0
5285,user1162,PC-625,7045,A service was installed in the system. Service: inside by user1162,New South Wales,0
5287,user1217,PC-633,4624,Scheduled task created. Name: run by user1217,Northern Territory,0
5289,user1927,PC-952,4698,A logon attempt was made using explicit credentials. User: user1927,Victoria,0
5291,user1984,PC-251,4624,A logon attempt was made using explicit credentials. User: user1984,Northern Territory,0
5292,user1810,PC-731,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-731,New South Wales,0
5293,user1151,PC-617,1116,Scheduled task created. Name: spend by user1151,Western Australia,0
5294,user1278,PC-405,4625,A service was installed in the system. Service: health by user1278,Queensland,0
5295,user1522,PC-822,4697,A logon attempt was made using explicit credentials. User: user1522,South Australia,0
5304,user1054,PC-728,7045,An account was locked out. User: user1054,Western Australia,0
5305,user1350,PC-425,4625,A service was installed in the system. Service: sister by user1350,New South Wales,0
5306,user1724,PC-304,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-304,Queensland,0
5308,user1965,PC-971,1116,A service was installed in the system. Service: new by user1965,Western Australia,0
5309,user1152,PC-921,4698,An account was successfully logged on. User: user1152 from PC-921,South Australia,0
5311,user1298,PC-718,4624,A service was installed in the system. Service: activity by user1298,ACT,0
5312,user1701,PC-208,4625,Scheduled task created. Name: quickly by user1701,ACT,0
5314,user1167,PC-529,4624,A logon attempt was made using explicit credentials. User: user1167,Tasmania,0
5316,user1022,PC-532,4625,A service was installed in the system. Service: bit by user1022,ACT,0
5317,user1810,PC-777,4625,A logon attempt was made using explicit credentials. User: user1810,New South Wales,0
5318,user1757,PC-669,4697,An account was successfully logged on. User: user1757 from PC-669,South Australia,0
5320,user1848,PC-821,1116,An account was successfully logged on. User: user1848 from PC-821,Tasmania,0
5322,user1936,PC-936,1116,An account was successfully logged on. User: user1936 from PC-936,Queensland,0
5325,user1263,PC-323,4697,A service was installed in the system. Service: event by user1263,Western Australia,0
5326,user1513,PC-553,1116,An account was locked out. User: user1513,Queensland,0
5328,user1533,PC-229,1116,An account was successfully logged on. User: user1533 from PC-229,South Australia,0
5330,user1764,PC-587,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-587,New South Wales,0
5333,user1970,PC-779,4624,An account was locked out. User: user1970,ACT,0
5334,user1108,PC-323,4698,A service was installed in the system. Service: rock by user1108,Western Australia,0
5339,user1105,PC-242,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-242,Western Australia,0
5340,user1393,PC-879,4697,An account was locked out. User: user1393,Northern Territory,0
5341,user1547,PC-288,4625,A logon attempt was made using explicit credentials. User: user1547,Queensland,0
5343,user1833,PC-283,4625,A logon attempt was made using explicit credentials. User: user1833,Western Australia,0
5346,user1454,PC-589,4624,Scheduled task created. Name: think by user1454,Queensland,0
5347,user1004,PC-644,4698,An account was successfully logged on. User: user1004 from PC-644,Tasmania,0
5348,user1516,PC-418,7045,An account was locked out. User: user1516,South Australia,0
5349,user1615,PC-176,1116,A logon attempt was made using explicit credentials. User: user1615,South Australia,0
5351,user1066,PC-348,4624,A logon attempt was made using explicit credentials. User: user1066,New South Wales,0
5353,user1735,PC-364,4697,A service was installed in the system. Service: cell by user1735,ACT,0
5358,user1966,PC-968,7045,A service was installed in the system. Service: ten by user1966,Western Australia,0
5362,user1751,PC-246,1116,Scheduled task created. Name: participant by user1751,South Australia,0
5365,user1814,PC-568,4698,A logon attempt was made using explicit credentials. User: user1814,Queensland,0
5367,user1123,PC-143,4624,An account was locked out. User: user1123,New South Wales,0
5368,user1925,PC-621,4625,An account was successfully logged on. User: user1925 from PC-621,Western Australia,0
5370,user1116,PC-504,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-504,ACT,0
5373,user1497,PC-246,4698,A logon attempt was made using explicit credentials. User: user1497,Northern Territory,0
5379,user1904,PC-408,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-408,South Australia,0
5381,user1738,PC-635,4698,An account was locked out. User: user1738,Western Australia,0
5383,user1960,PC-158,4697,An account was successfully logged on. User: user1960 from PC-158,Victoria,0
5387,user1813,PC-431,4624,A service was installed in the system. Service: provide by user1813,Tasmania,0
5389,user1567,PC-595,7045,A service was installed in the system. Service: leave by user1567,Western Australia,0
5394,user1742,PC-936,4697,A service was installed in the system. Service: near by user1742,Victoria,0
5395,user1927,PC-456,1116,A service was installed in the system. Service: start by user1927,Victoria,0
5398,user1865,PC-394,4697,Malware alert from Defender. Detection: Worm:Win32 on PC-394,New South Wales,0
5400,user1566,PC-616,4698,An account was successfully logged on. User: user1566 from PC-616,Western Australia,0
5404,user1565,PC-831,4697,Scheduled task created. Name: condition by user1565,South Australia,0
5405,user1144,PC-537,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-537,Northern Territory,0
5407,user1440,PC-132,7045,A logon attempt was made using explicit credentials. User: user1440,ACT,0
5409,user1709,PC-748,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-748,Northern Territory,0
5415,user1321,PC-429,4697,A logon attempt was made using explicit credentials. User: user1321,Western Australia,0
5416,user1703,PC-284,4697,A service was installed in the system. Service: actually by user1703,Tasmania,0
5418,user1961,PC-765,4625,An account was locked out. User: user1961,Tasmania,0
5421,user1209,PC-915,4697,An account was successfully logged on. User: user1209 from PC-915,Victoria,0
5422,user1112,PC-312,7045,A service was installed in the system. Service: now by user1112,ACT,0
5423,user1152,PC-515,4624,An account was locked out. User: user1152,South Australia,0
5424,user1098,PC-655,4697,A service was installed in the system. Service: trial by user1098,ACT,0
5428,user1449,PC-116,4625,A logon attempt was made using explicit credentials. User: user1449,Tasmania,0
5430,user1206,PC-165,7045,A logon attempt was made using explicit credentials. User: user1206,South Australia,0
5431,user1914,PC-425,4697,A logon attempt was made using explicit credentials. User: user1914,Northern Territory,0
5433,user1073,PC-399,4697,A logon attempt was made using explicit credentials. User: user1073,Tasmania,0
5434,user1040,PC-550,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-550,South Australia,0
5435,user1060,PC-909,4624,A logon attempt was made using explicit credentials. User: user1060,Tasmania,0
5436,user1387,PC-720,7045,A logon attempt was made using explicit credentials. User: user1387,New South Wales,0
5438,user1695,PC-355,4625,An account was successfully logged on. User: user1695 from PC-355,Tasmania,0
5439,user1644,PC-116,1116,Scheduled task created. Name: table by user1644,New South Wales,0
5440,user1996,PC-385,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-385,South Australia,0
5441,user1108,PC-383,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-383,Western Australia,0
5442,user1530,PC-623,4625,A logon attempt was made using explicit credentials. User: user1530,Tasmania,0
5445,user1036,PC-266,4624,An account was successfully logged on. User: user1036 from PC-266,Northern Territory,0
5446,user1609,PC-748,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-748,Northern Territory,0
5452,user1823,PC-516,4698,An account was successfully logged on. User: user1823 from PC-516,Tasmania,0
5453,user1496,PC-539,4625,A logon attempt was made using explicit credentials. User: user1496,Tasmania,0
5454,user1924,PC-180,1116,Scheduled task created. Name: world by user1924,Western Australia,0
5456,user1015,PC-575,1116,Scheduled task created. Name: still by user1015,ACT,0
5463,user1743,PC-771,4697,A service was installed in the system. Service: indicate by user1743,Queensland,0
5464,user1914,PC-792,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-792,Northern Territory,0
5465,user1267,PC-173,1116,An account was locked out. User: user1267,Tasmania,0
5466,user1353,PC-487,1116,Scheduled task created. Name: able by user1353,New South Wales,0
5468,user1948,PC-864,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-864,Queensland,0
5469,user1985,PC-801,4624,A service was installed in the system. Service: performance by user1985,ACT,0
5471,user1330,PC-324,7045,An account was successfully logged on. User: user1330 from PC-324,South Australia,0
5472,user1554,PC-684,1116,An account was locked out. User: user1554,Queensland,0
5473,user1406,PC-555,4625,Scheduled task created. Name: police by user1406,Western Australia,0
5475,user1822,PC-487,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-487,Tasmania,0
5476,user1842,PC-151,1116,A service was installed in the system. Service: seem by user1842,Victoria,0
5477,user1228,PC-484,4697,An account was locked out. User: user1228,Western Australia,0
5479,user1091,PC-105,4625,An account was successfully logged on. User: user1091 from PC-105,Queensland,0
5480,user1020,PC-920,7045,Malware alert from Defender. Detection: Worm:Win32 on PC-920,ACT,0
5481,user1066,PC-998,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-998,New South Wales,0
5483,user1463,PC-237,4698,An account was successfully logged on. User: user1463 from PC-237,Victoria,0
5484,user1761,PC-864,4625,Scheduled task created. Name: report by user1761,Western Australia,0
5485,user1644,PC-785,1116,A logon attempt was made using explicit credentials. User: user1644,New South Wales,0
5486,user1358,PC-122,1116,Scheduled task created. Name: agree by user1358,South Australia,0
5487,user1496,PC-720,1116,An account was locked out. User: user1496,Tasmania,0
5488,user1116,PC-935,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-935,ACT,0
5490,user1631,PC-107,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-107,Northern Territory,0
5492,user1514,PC-546,4624,A service was installed in the system. Service: real by user1514,Western Australia,0
5499,user1889,PC-453,4698,An account was successfully logged on. User: user1889 from PC-453,New South Wales,0
5502,user1492,PC-416,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-416,Western Australia,0
5505,user1820,PC-306,1116,An account was locked out. User: user1820,New South Wales,0
5509,user1761,PC-858,4624,An account was locked out. User: user1761,Western Australia,0
5513,user1802,PC-650,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-650,Western Australia,0
5515,user1144,PC-224,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-224,Northern Territory,0
5516,user1094,PC-584,4697,Scheduled task created. Name: different by user1094,Victoria,0
5517,user1910,PC-441,7045,A logon attempt was made using explicit credentials. User: user1910,South Australia,0
5518,user1903,PC-705,7045,An account was locked out. User: user1903,Northern Territory,0
