id,data_subject_id,proto,service,flag,src_bytes,dst_bytes,text,label,region
4009,flow-004008,udp,ssh,SF,446,385,udp ssh SF 446->385 attack,attack,Western Australia
4010,flow-004009,udp,smtp,S1,1542,681,udp smtp S1 1542->681 normal,normal,ACT
4011,flow-004010,icmp,http,SF,1912,1484,icmp http SF 1912->1484 normal,normal,ACT
4012,flow-004011,udp,smtp,REJ,1606,1339,udp smtp REJ 1606->1339 normal,normal,Victoria
4013,flow-004012,icmp,smtp,S1,760,1328,icmp smtp S1 760->1328 normal,normal,Western Australia
4014,flow-004013,udp,smtp,S1,1257,1964,udp smtp S1 1257->1964 normal,normal,Queensland
4015,flow-004014,tcp,ssh,REJ,1014,616,tcp ssh REJ 1014->616 normal,normal,Victoria
4016,flow-004015,tcp,dns,RSTO,840,936,tcp dns RSTO 840->936 normal,normal,Tasmania
4017,flow-004016,tcp,dns,S1,72,949,tcp dns S1 72->949 normal,normal,Western Australia
4018,flow-004017,icmp,ssh,RSTR,330,993,icmp ssh RSTR 330->993 attack,attack,Tasmania
4019,flow-004018,tcp,ftp,RSTO,589,1009,tcp ftp RSTO 589->1009 normal,normal,Tasmania
4020,flow-004019,icmp,dns,SF,111,751,icmp dns SF 111->751 normal,normal,South Australia
4021,flow-004020,tcp,http,REJ,850,1401,tcp http REJ 850->1401 normal,normal,South Australia
4022,flow-004021,udp,ssh,REJ,445,1501,udp ssh REJ 445->1501 normal,normal,ACT
4023,flow-004022,tcp,ftp,S1,128,374,tcp ftp S1 128->374 normal,normal,New South Wales
4024,flow-004023,icmp,ssh,RSTR,746,1052,icmp ssh RSTR 746->1052 normal,normal,Victoria
4025,flow-004024,tcp,ssh,RSTO,469,1072,tcp ssh RSTO 469->1072 attack,attack,Victoria
4026,flow-004025,tcp,ssl,S0,1017,625,tcp ssl S0 1017->625 normal,normal,Western Australia
4027,flow-004026,tcp,dns,RSTR,780,1384,tcp dns RSTR 780->1384 normal,normal,Western Australia
4028,flow-004027,icmp,ssh,RSTO,1160,594,icmp ssh RSTO 1160->594 attack,attack,Northern Territory
4029,flow-004028,udp,ssh,RSTR,698,527,udp ssh RSTR 698->527 attack,attack,New South Wales
4030,flow-004029,icmp,smtp,S0,242,420,icmp smtp S0 242->420 normal,normal,Northern Territory
4031,flow-004030,tcp,http,REJ,640,323,tcp http REJ 640->323 normal,normal,Northern Territory
4032,flow-004031,udp,smtp,S0,939,1853,udp smtp S0 939->1853 normal,normal,New South Wales
4033,flow-004032,icmp,smtp,RSTO,59,5,icmp smtp RSTO 59->5 normal,normal,Northern Territory
4034,flow-004033,tcp,other,RSTO,394,295,tcp other RSTO 394->295 normal,normal,Western Australia
4035,flow-004034,icmp,smtp,RSTO,720,2090,icmp smtp RSTO 720->2090 normal,normal,Tasmania
4036,flow-004035,tcp,other,RSTR,438,1184,tcp other RSTR 438->1184 normal,normal,South Australia
4037,flow-004036,tcp,dns,S1,820,1300,tcp dns S1 820->1300 normal,normal,New South Wales
4038,flow-004037,icmp,other,RSTR,481,219,icmp other RSTR 481->219 normal,normal,Queensland
4039,flow-004038,tcp,ftp,SF,568,589,tcp ftp SF 568->589 normal,normal,Queensland
4040,flow-004039,tcp,dns,S1,353,959,tcp dns S1 353->959 normal,normal,South Australia
4041,flow-004040,icmp,smtp,RSTR,1011,1218,icmp smtp RSTR 1011->1218 normal,normal,Victoria
4042,flow-004041,tcp,ftp,RSTO,253,1503,tcp ftp RSTO 253->1503 normal,normal,ACT
4043,flow-004042,udp,dns,SF,1452,176,udp dns SF 1452->176 normal,normal,Queensland
4044,flow-004043,icmp,smtp,RSTO,1400,1468,icmp smtp RSTO 1400->1468 normal,normal,Queensland
4045,flow-004044,tcp,http,RSTR,525,776,tcp http RSTR 525->776 attack,attack,Western Australia
4046,flow-004045,udp,ftp,S0,1278,307,udp ftp S0 1278->307 normal,normal,Queensland
4047,flow-004046,icmp,smtp,RSTR,449,33,icmp smtp RSTR 449->33 normal,normal,New South Wales
4048,flow-004047,icmp,other,S1,674,2246,icmp other S1 674->2246 normal,normal,Western Australia
4049,flow-004048,icmp,dns,SF,908,978,icmp dns SF 908->978 normal,normal,Victoria
4050,flow-004049,udp,ftp,RSTO,766,1447,udp ftp RSTO 766->1447 normal,normal,Victoria
4051,flow-004050,tcp,ssl,RSTR,118,919,tcp ssl RSTR 118->919 normal,normal,Tasmania
4052,flow-004051,tcp,ftp,S0,138,700,tcp ftp S0 138->700 normal,normal,New South Wales
4053,flow-004052,udp,http,RSTO,218,276,udp http RSTO 218->276 attack,attack,Victoria
4054,flow-004053,udp,ssl,S1,1065,241,udp ssl S1 1065->241 normal,normal,South Australia
4055,flow-004054,udp,ssl,S1,1172,1358,udp ssl S1 1172->1358 normal,normal,Western Australia
4056,flow-004055,icmp,ssl,RSTO,1044,776,icmp ssl RSTO 1044->776 normal,normal,ACT
4057,flow-004056,udp,dns,S0,1668,167,udp dns S0 1668->167 attack,attack,Victoria
4058,flow-004057,udp,ssh,REJ,785,290,udp ssh REJ 785->290 normal,normal,ACT
4059,flow-004058,udp,ssl,RSTR,161,1422,udp ssl RSTR 161->1422 normal,normal,Northern Territory
4060,flow-004059,udp,other,REJ,32,736,udp other REJ 32->736 normal,normal,Queensland
4061,flow-004060,udp,ssh,SF,747,216,udp ssh SF 747->216 normal,normal,ACT
4062,flow-004061,tcp,ssl,S1,1073,1271,tcp ssl S1 1073->1271 normal,normal,Western Australia
4063,flow-004062,tcp,smtp,RSTR,300,240,tcp smtp RSTR 300->240 normal,normal,Tasmania
4064,flow-004063,icmp,ssh,S0,723,958,icmp ssh S0 723->958 normal,normal,ACT
4065,flow-004064,icmp,ssh,S0,1730,986,icmp ssh S0 1730->986 normal,normal,New South Wales
4066,flow-004065,icmp,ftp,S0,840,383,icmp ftp S0 840->383 attack,attack,Tasmania
4067,flow-004066,udp,smtp,SF,991,201,udp smtp SF 991->201 normal,normal,South Australia
4068,flow-004067,tcp,dns,RSTR,716,934,tcp dns RSTR 716->934 attack,attack,Victoria
4069,flow-004068,udp,ftp,RSTO,366,683,udp ftp RSTO 366->683 attack,attack,Queensland
4070,flow-004069,icmp,smtp,RSTR,604,750,icmp smtp RSTR 604->750 normal,normal,New South Wales
4071,flow-004070,icmp,http,RSTO,885,744,icmp http RSTO 885->744 attack,attack,Western Australia
4072,flow-004071,icmp,dns,REJ,1114,1330,icmp dns REJ 1114->1330 attack,attack,New South Wales
4073,flow-004072,icmp,smtp,SF,895,15,icmp smtp SF 895->15 normal,normal,ACT
4074,flow-004073,tcp,ssh,S1,488,1151,tcp ssh S1 488->1151 normal,normal,Northern Territory
4075,flow-004074,udp,ssl,RSTO,763,406,udp ssl RSTO 763->406 normal,normal,New South Wales
4076,flow-004075,udp,ftp,SF,396,1253,udp ftp SF 396->1253 normal,normal,ACT
4077,flow-004076,tcp,smtp,RSTR,264,949,tcp smtp RSTR 264->949 attack,attack,New South Wales
4078,flow-004077,udp,dns,S1,709,1216,udp dns S1 709->1216 attack,attack,Queensland
4079,flow-004078,tcp,ssl,RSTR,624,837,tcp ssl RSTR 624->837 normal,normal,Northern Territory
4080,flow-004079,tcp,dns,S1,466,712,tcp dns S1 466->712 normal,normal,South Australia
4081,flow-004080,udp,ssl,RSTR,369,597,udp ssl RSTR 369->597 normal,normal,Victoria
4082,flow-004081,tcp,other,RSTR,583,1130,tcp other RSTR 583->1130 normal,normal,New South Wales
4083,flow-004082,icmp,dns,REJ,1172,832,icmp dns REJ 1172->832 normal,normal,New South Wales
4084,flow-004083,icmp,ssl,REJ,675,770,icmp ssl REJ 675->770 attack,attack,South Australia
4085,flow-004084,icmp,smtp,RSTR,1055,570,icmp smtp RSTR 1055->570 normal,normal,South Australia
4086,flow-004085,icmp,smtp,S1,336,620,icmp smtp S1 336->620 attack,attack,Victoria
4087,flow-004086,udp,dns,RSTO,917,788,udp dns RSTO 917->788 normal,normal,ACT
4088,flow-004087,udp,ftp,REJ,338,533,udp ftp REJ 338->533 normal,normal,Northern Territory
4089,flow-004088,tcp,smtp,S1,252,139,tcp smtp S1 252->139 normal,normal,Northern Territory
4090,flow-004089,tcp,ftp,RSTO,1024,909,tcp ftp RSTO 1024->909 attack,attack,Queensland
4091,flow-004090,tcp,ssh,S1,647,762,tcp ssh S1 647->762 attack,attack,Western Australia
4092,flow-004091,tcp,ssh,REJ,799,817,tcp ssh REJ 799->817 normal,normal,ACT
4093,flow-004092,tcp,http,S1,1034,1160,tcp http S1 1034->1160 normal,normal,New South Wales
4094,flow-004093,icmp,ssl,SF,601,392,icmp ssl SF 601->392 normal,normal,Queensland
4095,flow-004094,tcp,http,SF,69,1107,tcp http SF 69->1107 normal,normal,Victoria
4096,flow-004095,udp,other,S0,692,252,udp other S0 692->252 normal,normal,ACT
4097,flow-004096,tcp,ssh,RSTO,1313,658,tcp ssh RSTO 1313->658 normal,normal,South Australia
4098,flow-004097,udp,ssh,S0,1057,354,udp ssh S0 1057->354 normal,normal,Tasmania
4099,flow-004098,tcp,ssh,SF,764,812,tcp ssh SF 764->812 normal,normal,New South Wales
4100,flow-004099,udp,http,RSTO,370,138,udp http RSTO 370->138 normal,normal,Northern Territory
4101,flow-004100,tcp,ssh,S1,186,807,tcp ssh S1 186->807 normal,normal,Western Australia
4102,flow-004101,udp,ftp,RSTR,466,2081,udp ftp RSTR 466->2081 attack,attack,Northern Territory
4103,flow-004102,udp,ssh,SF,422,507,udp ssh SF 422->507 normal,normal,Tasmania
4104,flow-004103,icmp,other,S1,433,234,icmp other S1 433->234 normal,normal,Tasmania
4105,flow-004104,udp,dns,RSTO,261,202,udp dns RSTO 261->202 normal,normal,Tasmania
4106,flow-004105,tcp,other,SF,1165,1199,tcp other SF 1165->1199 normal,normal,Queensland
4107,flow-004106,udp,ssl,SF,1398,1660,udp ssl SF 1398->1660 normal,normal,South Australia
4108,flow-004107,icmp,ssh,RSTO,301,1744,icmp ssh RSTO 301->1744 normal,normal,Tasmania
4109,flow-004108,icmp,ssl,S0,535,329,icmp ssl S0 535->329 normal,normal,Tasmania
4110,flow-004109,tcp,ssh,S0,718,1572,tcp ssh S0 718->1572 normal,normal,South Australia
4111,flow-004110,tcp,other,RSTR,1232,627,tcp other RSTR 1232->627 normal,normal,Western Australia
4112,flow-004111,udp,smtp,S1,166,689,udp smtp S1 166->689 normal,normal,ACT
4113,flow-004112,udp,ftp,RSTO,6,764,udp ftp RSTO 6->764 normal,normal,Tasmania
4114,flow-004113,icmp,ssl,REJ,999,582,icmp ssl REJ 999->582 normal,normal,Northern Territory
4115,flow-004114,tcp,ftp,RSTO,1566,128,tcp ftp RSTO 1566->128 attack,attack,Western Australia
4116,flow-004115,icmp,ssh,RSTO,416,68,icmp ssh RSTO 416->68 normal,normal,Queensland
4117,flow-004116,icmp,http,RSTO,72,39,icmp http RSTO 72->39 normal,normal,New South Wales
4118,flow-004117,udp,other,REJ,1143,1140,udp other REJ 1143->1140 normal,normal,Tasmania
4119,flow-004118,udp,ftp,RSTR,725,1496,udp ftp RSTR 725->1496 normal,normal,Queensland
4120,flow-004119,udp,http,RSTO,840,628,udp http RSTO 840->628 normal,normal,Victoria
4121,flow-004120,udp,smtp,S1,443,1311,udp smtp S1 443->1311 normal,normal,Queensland
4122,flow-004121,udp,smtp,S1,961,1154,udp smtp S1 961->1154 normal,normal,Queensland
4123,flow-004122,icmp,ssh,REJ,57,1844,icmp ssh REJ 57->1844 normal,normal,Tasmania
4124,flow-004123,tcp,ssh,S1,314,1277,tcp ssh S1 314->1277 normal,normal,Victoria
4125,flow-004124,udp,smtp,S0,139,996,udp smtp S0 139->996 normal,normal,Queensland
4126,flow-004125,udp,ftp,RSTR,381,523,udp ftp RSTR 381->523 normal,normal,Western Australia
4127,flow-004126,tcp,ftp,S1,498,124,tcp ftp S1 498->124 normal,normal,Victoria
4128,flow-004127,udp,dns,S1,185,908,udp dns S1 185->908 normal,normal,Victoria
4129,flow-004128,icmp,ssl,RSTO,741,190,icmp ssl RSTO 741->190 normal,normal,Tasmania
4130,flow-004129,tcp,smtp,S0,175,830,tcp smtp S0 175->830 attack,attack,Western Australia
4131,flow-004130,udp,other,S1,750,300,udp other S1 750->300 normal,normal,Victoria
4132,flow-004131,tcp,ftp,RSTR,1180,959,tcp ftp RSTR 1180->959 attack,attack,Western Australia
4133,flow-004132,tcp,ssl,RSTO,808,254,tcp ssl RSTO 808->254 attack,attack,Queensland
4134,flow-004133,tcp,ssl,SF,1478,359,tcp ssl SF 1478->359 normal,normal,Victoria
4135,flow-004134,icmp,ftp,SF,850,293,icmp ftp SF 850->293 normal,normal,New South Wales
4136,flow-004135,icmp,dns,S0,119,987,icmp dns S0 119->987 normal,normal,Western Australia
4137,flow-004136,udp,ssh,S0,981,50,udp ssh S0 981->50 attack,attack,Western Australia
4138,flow-004137,tcp,ftp,S1,1231,575,tcp ftp S1 1231->575 normal,normal,New South Wales
4139,flow-004138,udp,ssl,RSTO,43,188,udp ssl RSTO 43->188 normal,normal,ACT
4140,flow-004139,udp,smtp,REJ,60,679,udp smtp REJ 60->679 attack,attack,Victoria
4141,flow-004140,tcp,http,RSTR,102,1075,tcp http RSTR 102->1075 normal,normal,South Australia
4142,flow-004141,icmp,dns,RSTO,397,657,icmp dns RSTO 397->657 normal,normal,Northern Territory
4143,flow-004142,icmp,ftp,REJ,890,567,icmp ftp REJ 890->567 normal,normal,Queensland
4144,flow-004143,tcp,ssl,SF,1026,16,tcp ssl SF 1026->16 attack,attack,Victoria
4145,flow-004144,udp,other,REJ,1550,758,udp other REJ 1550->758 normal,normal,New South Wales
4146,flow-004145,udp,smtp,RSTO,813,387,udp smtp RSTO 813->387 attack,attack,Western Australia
4147,flow-004146,udp,other,S0,1113,421,udp other S0 1113->421 normal,normal,Western Australia
4148,flow-004147,icmp,http,RSTR,1617,793,icmp http RSTR 1617->793 attack,attack,Victoria
4149,flow-004148,tcp,ssl,SF,1150,1218,tcp ssl SF 1150->1218 attack,attack,South Australia
4150,flow-004149,tcp,http,SF,1381,995,tcp http SF 1381->995 normal,normal,ACT
4151,flow-004150,udp,ssl,S0,677,798,udp ssl S0 677->798 normal,normal,Queensland
4152,flow-004151,tcp,ssh,S0,1295,143,tcp ssh S0 1295->143 normal,normal,Northern Territory
4153,flow-004152,icmp,ftp,S0,254,697,icmp ftp S0 254->697 normal,normal,Tasmania
4154,flow-004153,icmp,ftp,SF,1179,1015,icmp ftp SF 1179->1015 normal,normal,New South Wales
4155,flow-004154,udp,other,RSTR,758,393,udp other RSTR 758->393 normal,normal,Western Australia
4156,flow-004155,tcp,ftp,S1,997,564,tcp ftp S1 997->564 normal,normal,ACT
4157,flow-004156,icmp,smtp,RSTO,739,1647,icmp smtp RSTO 739->1647 normal,normal,Victoria
4158,flow-004157,tcp,ftp,S1,515,423,tcp ftp S1 515->423 normal,normal,Victoria
4159,flow-004158,icmp,ssl,REJ,589,340,icmp ssl REJ 589->340 normal,normal,Victoria
4160,flow-004159,udp,ftp,RSTO,344,1437,udp ftp RSTO 344->1437 attack,attack,Queensland
4161,flow-004160,tcp,ssl,REJ,549,489,tcp ssl REJ 549->489 normal,normal,Queensland
4162,flow-004161,udp,ssh,S1,374,711,udp ssh S1 374->711 attack,attack,New South Wales
4163,flow-004162,udp,ssh,REJ,834,1669,udp ssh REJ 834->1669 attack,attack,Tasmania
4164,flow-004163,icmp,dns,S1,414,587,icmp dns S1 414->587 normal,normal,South Australia
4165,flow-004164,udp,other,RSTO,408,1259,udp other RSTO 408->1259 normal,normal,Western Australia
4166,flow-004165,udp,ssl,REJ,312,526,udp ssl REJ 312->526 normal,normal,Victoria
4167,flow-004166,icmp,ftp,RSTR,1073,1063,icmp ftp RSTR 1073->1063 attack,attack,Tasmania
4168,flow-004167,icmp,smtp,RSTO,1288,461,icmp smtp RSTO 1288->461 normal,normal,Western Australia
4169,flow-004168,tcp,other,RSTR,761,380,tcp other RSTR 761->380 normal,normal,Northern Territory
4170,flow-004169,tcp,ssl,RSTR,96,1518,tcp ssl RSTR 96->1518 normal,normal,ACT
4171,flow-004170,tcp,smtp,S1,680,38,tcp smtp S1 680->38 normal,normal,Tasmania
4172,flow-004171,udp,dns,S0,0,1495,udp dns S0 0->1495 normal,normal,Northern Territory
4173,flow-004172,tcp,ssh,REJ,229,1511,tcp ssh REJ 229->1511 normal,normal,ACT
4174,flow-004173,icmp,dns,REJ,398,277,icmp dns REJ 398->277 normal,normal,Western Australia
4175,flow-004174,udp,ssh,REJ,845,9,udp ssh REJ 845->9 normal,normal,Western Australia
4176,flow-004175,icmp,ssh,SF,404,233,icmp ssh SF 404->233 normal,normal,Northern Territory
4177,flow-004176,icmp,http,REJ,223,1236,icmp http REJ 223->1236 normal,normal,Northern Territory
4178,flow-004177,udp,other,RSTO,730,170,udp other RSTO 730->170 normal,normal,Tasmania
4179,flow-004178,icmp,ftp,S0,971,334,icmp ftp S0 971->334 normal,normal,ACT
4180,flow-004179,udp,other,SF,591,108,udp other SF 591->108 attack,attack,Victoria
4181,flow-004180,tcp,smtp,SF,557,833,tcp smtp SF 557->833 normal,normal,Victoria
4182,flow-004181,udp,http,S1,708,1398,udp http S1 708->1398 normal,normal,Western Australia
4183,flow-004182,tcp,smtp,RSTO,1094,1062,tcp smtp RSTO 1094->1062 normal,normal,ACT
4184,flow-004183,udp,smtp,RSTO,84,472,udp smtp RSTO 84->472 normal,normal,South Australia
4185,flow-004184,udp,ssl,SF,1095,212,udp ssl SF 1095->212 normal,normal,Tasmania
4186,flow-004185,tcp,smtp,S0,654,230,tcp smtp S0 654->230 normal,normal,Queensland
4187,flow-004186,tcp,dns,REJ,931,520,tcp dns REJ 931->520 normal,normal,Northern Territory
4188,flow-004187,tcp,ssh,RSTO,45,1186,tcp ssh RSTO 45->1186 normal,normal,ACT
4189,flow-004188,icmp,ssh,REJ,689,836,icmp ssh REJ 689->836 normal,normal,Tasmania
4190,flow-004189,tcp,ssl,S1,673,1459,tcp ssl S1 673->1459 attack,attack,Tasmania
4191,flow-004190,udp,ftp,S0,5,724,udp ftp S0 5->724 normal,normal,New South Wales
4192,flow-004191,udp,http,RSTR,595,1208,udp http RSTR 595->1208 attack,attack,Queensland
4193,flow-004192,icmp,ssl,RSTO,366,199,icmp ssl RSTO 366->199 attack,attack,Victoria
4194,flow-004193,udp,smtp,RSTO,871,715,udp smtp RSTO 871->715 attack,attack,Western Australia
4195,flow-004194,udp,smtp,RSTO,546,1448,udp smtp RSTO 546->1448 normal,normal,Northern Territory
4196,flow-004195,tcp,ftp,S0,14,1078,tcp ftp S0 14->1078 normal,normal,South Australia
4197,flow-004196,udp,dns,RSTO,453,85,udp dns RSTO 453->85 normal,normal,Victoria
4198,flow-004197,icmp,dns,RSTO,993,1023,icmp dns RSTO 993->1023 attack,attack,Victoria
4199,flow-004198,tcp,smtp,S0,1035,31,tcp smtp S0 1035->31 normal,normal,Queensland
4200,flow-004199,icmp,ssl,SF,107,661,icmp ssl SF 107->661 normal,normal,South Australia
4201,flow-004200,icmp,smtp,RSTR,990,1618,icmp smtp RSTR 990->1618 normal,normal,South Australia
4202,flow-004201,icmp,ftp,SF,714,452,icmp ftp SF 714->452 normal,normal,Victoria
4203,flow-004202,icmp,ssh,REJ,480,574,icmp ssh REJ 480->574 normal,normal,South Australia
4204,flow-004203,tcp,ssh,RSTR,223,702,tcp ssh RSTR 223->702 normal,normal,New South Wales
4205,flow-004204,icmp,ssh,SF,930,987,icmp ssh SF 930->987 normal,normal,New South Wales
4206,flow-004205,udp,smtp,S0,1030,514,udp smtp S0 1030->514 attack,attack,ACT
4207,flow-004206,udp,ssl,SF,540,87,udp ssl SF 540->87 attack,attack,South Australia
4208,flow-004207,udp,smtp,S0,776,164,udp smtp S0 776->164 attack,attack,Victoria
4209,flow-004208,udp,http,RSTO,29,828,udp http RSTO 29->828 attack,attack,South Australia
4210,flow-004209,udp,dns,S0,67,290,udp dns S0 67->290 normal,normal,South Australia
4211,flow-004210,tcp,ftp,S0,343,872,tcp ftp S0 343->872 normal,normal,Western Australia
4212,flow-004211,tcp,dns,SF,667,66,tcp dns SF 667->66 attack,attack,Queensland
4213,flow-004212,tcp,smtp,S1,1,676,tcp smtp S1 1->676 normal,normal,Western Australia
4214,flow-004213,icmp,smtp,RSTO,595,97,icmp smtp RSTO 595->97 normal,normal,New South Wales
4215,flow-004214,udp,ssl,SF,188,1361,udp ssl SF 188->1361 normal,normal,South Australia
4216,flow-004215,tcp,other,REJ,1117,1550,tcp other REJ 1117->1550 normal,normal,Tasmania
4217,flow-004216,icmp,other,SF,282,32,icmp other SF 282->32 normal,normal,Western Australia
4218,flow-004217,tcp,smtp,S0,125,450,tcp smtp S0 125->450 attack,attack,Northern Territory
4219,flow-004218,udp,other,RSTO,29,759,udp other RSTO 29->759 normal,normal,Queensland
4220,flow-004219,icmp,dns,S0,396,2341,icmp dns S0 396->2341 normal,normal,South Australia
4221,flow-004220,udp,ftp,REJ,173,1560,udp ftp REJ 173->1560 normal,normal,Queensland
4222,flow-004221,udp,ssl,REJ,87,119,udp ssl REJ 87->119 normal,normal,Victoria
4223,flow-004222,udp,ssh,S0,938,43,udp ssh S0 938->43 normal,normal,Queensland
4224,flow-004223,udp,ssh,S1,477,1402,udp ssh S1 477->1402 normal,normal,Western Australia
4225,flow-004224,udp,ssh,S1,1194,39,udp ssh S1 1194->39 normal,normal,New South Wales
4226,flow-004225,tcp,http,RSTR,46,32,tcp http RSTR 46->32 normal,normal,Victoria
4227,flow-004226,tcp,http,RSTO,618,455,tcp http RSTO 618->455 normal,normal,Queensland
4228,flow-004227,udp,dns,RSTO,117,654,udp dns RSTO 117->654 normal,normal,ACT
4229,flow-004228,udp,dns,RSTO,725,740,udp dns RSTO 725->740 attack,attack,Queensland
4230,flow-004229,udp,ftp,REJ,282,1473,udp ftp REJ 282->1473 normal,normal,Tasmania
4231,flow-004230,tcp,dns,SF,804,55,tcp dns SF 804->55 normal,normal,South Australia
4232,flow-004231,tcp,ssl,REJ,1797,712,tcp ssl REJ 1797->712 normal,normal,Western Australia
4233,flow-004232,tcp,ftp,S0,861,567,tcp ftp S0 861->567 normal,normal,Tasmania
4234,flow-004233,tcp,dns,RSTR,582,1658,tcp dns RSTR 582->1658 normal,normal,Northern Territory
4235,flow-004234,udp,ftp,REJ,378,1034,udp ftp REJ 378->1034 normal,normal,South Australia
4236,flow-004235,tcp,ssl,REJ,1300,999,tcp ssl REJ 1300->999 normal,normal,Northern Territory
4237,flow-004236,icmp,smtp,S1,757,895,icmp smtp S1 757->895 normal,normal,South Australia
4238,flow-004237,tcp,ssl,S0,461,755,tcp ssl S0 461->755 normal,normal,South Australia
4239,flow-004238,udp,http,SF,735,1034,udp http SF 735->1034 normal,normal,New South Wales
4240,flow-004239,tcp,ftp,RSTR,885,754,tcp ftp RSTR 885->754 normal,normal,Tasmania
4241,flow-004240,udp,ftp,RSTR,599,989,udp ftp RSTR 599->989 normal,normal,Western Australia
4242,flow-004241,udp,http,REJ,82,1930,udp http REJ 82->1930 normal,normal,Tasmania
4243,flow-004242,icmp,ftp,SF,1351,168,icmp ftp SF 1351->168 normal,normal,Tasmania
4244,flow-004243,udp,smtp,RSTR,604,1528,udp smtp RSTR 604->1528 normal,normal,ACT
4245,flow-004244,udp,ssh,S1,865,1063,udp ssh S1 865->1063 normal,normal,Victoria
4246,flow-004245,icmp,ftp,S0,1447,2,icmp ftp S0 1447->2 normal,normal,Western Australia
4247,flow-004246,icmp,smtp,SF,1043,241,icmp smtp SF 1043->241 normal,normal,New South Wales
4248,flow-004247,tcp,ssl,REJ,582,917,tcp ssl REJ 582->917 normal,normal,Northern Territory
4249,flow-004248,udp,http,S0,675,666,udp http S0 675->666 normal,normal,Tasmania
4250,flow-004249,icmp,ssl,S1,943,1007,icmp ssl S1 943->1007 normal,normal,ACT
4251,flow-004250,udp,ssl,S1,867,420,udp ssl S1 867->420 normal,normal,ACT
4252,flow-004251,tcp,smtp,RSTO,986,550,tcp smtp RSTO 986->550 normal,normal,ACT
4253,flow-004252,tcp,other,S1,823,482,tcp other S1 823->482 normal,normal,ACT
4254,flow-004253,icmp,ssh,S1,123,388,icmp ssh S1 123->388 normal,normal,ACT
4255,flow-004254,icmp,ssh,S1,300,870,icmp ssh S1 300->870 normal,normal,Western Australia
4256,flow-004255,udp,other,SF,1001,666,udp other SF 1001->666 attack,attack,Victoria
4257,flow-004256,udp,ssh,S0,254,663,udp ssh S0 254->663 normal,normal,ACT
4258,flow-004257,udp,smtp,RSTO,1337,162,udp smtp RSTO 1337->162 normal,normal,New South Wales
4259,flow-004258,tcp,other,REJ,1028,975,tcp other REJ 1028->975 normal,normal,South Australia
4260,flow-004259,tcp,smtp,RSTR,1147,245,tcp smtp RSTR 1147->245 attack,attack,Victoria
4261,flow-004260,icmp,smtp,S0,790,146,icmp smtp S0 790->146 normal,normal,South Australia
4262,flow-004261,udp,ftp,REJ,227,2044,udp ftp REJ 227->2044 attack,attack,ACT
4263,flow-004262,tcp,ssh,SF,111,316,tcp ssh SF 111->316 attack,attack,Western Australia
4264,flow-004263,tcp,other,SF,550,1109,tcp other SF 550->1109 normal,normal,Tasmania
4265,flow-004264,udp,http,RSTO,896,1268,udp http RSTO 896->1268 attack,attack,Queensland
4266,flow-004265,udp,other,REJ,182,595,udp other REJ 182->595 attack,attack,Queensland
4267,flow-004266,tcp,ssl,RSTO,144,1156,tcp ssl RSTO 144->1156 normal,normal,Queensland
4268,flow-004267,icmp,ssl,REJ,256,929,icmp ssl REJ 256->929 normal,normal,Tasmania
4269,flow-004268,tcp,ftp,REJ,45,7,tcp ftp REJ 45->7 attack,attack,New South Wales
4270,flow-004269,udp,ftp,SF,229,1064,udp ftp SF 229->1064 normal,normal,Northern Territory
4271,flow-004270,icmp,smtp,S1,170,898,icmp smtp S1 170->898 normal,normal,Western Australia
4272,flow-004271,icmp,http,S0,1201,270,icmp http S0 1201->270 normal,normal,Tasmania
4273,flow-004272,tcp,ftp,S0,414,714,tcp ftp S0 414->714 normal,normal,South Australia
4274,flow-004273,udp,dns,S0,1013,1077,udp dns S0 1013->1077 attack,attack,New South Wales
4275,flow-004274,udp,other,REJ,711,1081,udp other REJ 711->1081 normal,normal,New South Wales
4276,flow-004275,udp,ssl,SF,874,308,udp ssl SF 874->308 normal,normal,Western Australia
4277,flow-004276,udp,ftp,S0,791,1779,udp ftp S0 791->1779 attack,attack,Northern Territory
4278,flow-004277,tcp,ssl,RSTR,779,645,tcp ssl RSTR 779->645 normal,normal,Tasmania
4279,flow-004278,icmp,ssl,S0,1006,130,icmp ssl S0 1006->130 normal,normal,Northern Territory
4280,flow-004279,tcp,smtp,REJ,545,354,tcp smtp REJ 545->354 normal,normal,Queensland
4281,flow-004280,tcp,ftp,S0,241,911,tcp ftp S0 241->911 normal,normal,ACT
4282,flow-004281,udp,http,S1,297,786,udp http S1 297->786 normal,normal,South Australia
4283,flow-004282,udp,ssl,REJ,644,320,udp ssl REJ 644->320 normal,normal,Western Australia
4284,flow-004283,udp,smtp,S0,718,995,udp smtp S0 718->995 normal,normal,Western Australia
4285,flow-004284,icmp,ssh,RSTR,418,903,icmp ssh RSTR 418->903 normal,normal,Northern Territory
4286,flow-004285,udp,ssh,S0,1046,1142,udp ssh S0 1046->1142 normal,normal,South Australia
4287,flow-004286,tcp,ssh,RSTR,319,591,tcp ssh RSTR 319->591 attack,attack,Queensland
4288,flow-004287,udp,other,S1,1229,1132,udp other S1 1229->1132 attack,attack,South Australia
4289,flow-004288,udp,dns,RSTR,22,903,udp dns RSTR 22->903 attack,attack,Victoria
4290,flow-004289,tcp,ssh,S0,1792,253,tcp ssh S0 1792->253 normal,normal,Queensland
