id,data_subject_id,src_ip,dst_ip,severity,signature,text
4742,215.217.51.160->10.86.148.47,215.217.51.160,10.86.148.47,high,SQLi attempt,SQLi attempt from 215.217.51.160 targeting 10.86.148.47
4743,193.50.12.115->192.168.212.119,193.50.12.115,192.168.212.119,high,Ransomware beacon,Ransomware beacon from 193.50.12.115 targeting 192.168.212.119
4744,210.233.229.26->10.224.181.34,210.233.229.26,10.224.181.34,critical,Exploit kit,Exploit kit from 210.233.229.26 targeting 10.224.181.34
4745,165.32.207.176->10.187.0.58,165.32.207.176,10.187.0.58,critical,Exploit kit,Exploit kit from 165.32.207.176 targeting 10.187.0.58
4746,169.201.17.110->172.29.141.191,169.201.17.110,172.29.141.191,medium,Ransomware beacon,Ransomware beacon from 169.201.17.110 targeting 172.29.141.191
4747,138.116.106.13->192.168.92.245,138.116.106.13,192.168.92.245,low,C2 traffic,C2 traffic from 138.116.106.13 targeting 192.168.92.245
4748,220.233.170.111->172.24.182.57,220.233.170.111,172.24.182.57,low,Exploit kit,Exploit kit from 220.233.170.111 targeting 172.24.182.57
4749,144.206.125.246->172.22.117.155,144.206.125.246,172.22.117.155,medium,C2 traffic,C2 traffic from 144.206.125.246 targeting 172.22.117.155
4750,56.52.220.172->172.27.115.116,56.52.220.172,172.27.115.116,high,Port scan,Port scan from 56.52.220.172 targeting 172.27.115.116
4751,215.192.70.14->192.168.18.91,215.192.70.14,192.168.18.91,medium,Ransomware beacon,Ransomware beacon from 215.192.70.14 targeting 192.168.18.91
4752,192.73.9.108->172.28.86.68,192.73.9.108,172.28.86.68,low,C2 traffic,C2 traffic from 192.73.9.108 targeting 172.28.86.68
4753,69.251.236.41->192.168.77.3,69.251.236.41,192.168.77.3,medium,Port scan,Port scan from 69.251.236.41 targeting 192.168.77.3
4754,83.3.179.17->192.168.231.42,83.3.179.17,192.168.231.42,critical,SQLi attempt,SQLi attempt from 83.3.179.17 targeting 192.168.231.42
4755,187.83.166.17->172.19.48.47,187.83.166.17,172.19.48.47,medium,Exploit kit,Exploit kit from 187.83.166.17 targeting 172.19.48.47
4756,153.223.98.12->192.168.97.204,153.223.98.12,192.168.97.204,medium,C2 traffic,C2 traffic from 153.223.98.12 targeting 192.168.97.204
4757,223.156.15.174->10.89.1.13,223.156.15.174,10.89.1.13,high,Ransomware beacon,Ransomware beacon from 223.156.15.174 targeting 10.89.1.13
4758,195.135.39.201->172.20.26.71,195.135.39.201,172.20.26.71,medium,SQLi attempt,SQLi attempt from 195.135.39.201 targeting 172.20.26.71
4759,174.8.110.147->10.160.13.241,174.8.110.147,10.160.13.241,critical,SQLi attempt,SQLi attempt from 174.8.110.147 targeting 10.160.13.241
4760,62.141.220.169->10.13.165.38,62.141.220.169,10.13.165.38,critical,SQLi attempt,SQLi attempt from 62.141.220.169 targeting 10.13.165.38
4761,186.191.137.51->172.22.30.110,186.191.137.51,172.22.30.110,critical,Exploit kit,Exploit kit from 186.191.137.51 targeting 172.22.30.110
4762,58.216.148.89->192.168.107.12,58.216.148.89,192.168.107.12,low,C2 traffic,C2 traffic from 58.216.148.89 targeting 192.168.107.12
4763,164.125.241.77->172.20.99.152,164.125.241.77,172.20.99.152,high,Exploit kit,Exploit kit from 164.125.241.77 targeting 172.20.99.152
4764,140.48.164.130->192.168.178.234,140.48.164.130,192.168.178.234,critical,Ransomware beacon,Ransomware beacon from 140.48.164.130 targeting 192.168.178.234
4765,153.55.96.163->192.168.4.107,153.55.96.163,192.168.4.107,high,Ransomware beacon,Ransomware beacon from 153.55.96.163 targeting 192.168.4.107
4766,66.34.59.132->192.168.174.233,66.34.59.132,192.168.174.233,low,Ransomware beacon,Ransomware beacon from 66.34.59.132 targeting 192.168.174.233
4767,163.133.164.75->10.246.220.61,163.133.164.75,10.246.220.61,low,C2 traffic,C2 traffic from 163.133.164.75 targeting 10.246.220.61
4768,135.81.37.135->172.27.191.63,135.81.37.135,172.27.191.63,medium,Ransomware beacon,Ransomware beacon from 135.81.37.135 targeting 172.27.191.63
4769,148.220.118.151->10.243.251.31,148.220.118.151,10.243.251.31,medium,Port scan,Port scan from 148.220.118.151 targeting 10.243.251.31
4770,152.227.22.67->192.168.89.71,152.227.22.67,192.168.89.71,high,SQLi attempt,SQLi attempt from 152.227.22.67 targeting 192.168.89.71
4771,14.102.226.124->192.168.104.5,14.102.226.124,192.168.104.5,medium,C2 traffic,C2 traffic from 14.102.226.124 targeting 192.168.104.5
4772,214.124.213.39->172.27.244.192,214.124.213.39,172.27.244.192,high,Port scan,Port scan from 214.124.213.39 targeting 172.27.244.192
4773,152.92.27.152->192.168.74.72,152.92.27.152,192.168.74.72,medium,Ransomware beacon,Ransomware beacon from 152.92.27.152 targeting 192.168.74.72
4774,79.5.131.202->10.105.158.101,79.5.131.202,10.105.158.101,medium,SQLi attempt,SQLi attempt from 79.5.131.202 targeting 10.105.158.101
4775,160.43.199.145->172.23.148.129,160.43.199.145,172.23.148.129,medium,Ransomware beacon,Ransomware beacon from 160.43.199.145 targeting 172.23.148.129
4776,181.101.208.252->172.20.48.194,181.101.208.252,172.20.48.194,high,Exploit kit,Exploit kit from 181.101.208.252 targeting 172.20.48.194
4777,19.110.37.72->192.168.152.76,19.110.37.72,192.168.152.76,critical,C2 traffic,C2 traffic from 19.110.37.72 targeting 192.168.152.76
4778,37.209.12.13->172.29.84.32,37.209.12.13,172.29.84.32,high,Port scan,Port scan from 37.209.12.13 targeting 172.29.84.32
4779,155.174.123.102->10.133.70.217,155.174.123.102,10.133.70.217,high,Port scan,Port scan from 155.174.123.102 targeting 10.133.70.217
4780,215.32.142.48->172.24.94.133,215.32.142.48,172.24.94.133,medium,Ransomware beacon,Ransomware beacon from 215.32.142.48 targeting 172.24.94.133
4781,63.47.36.86->10.251.239.191,63.47.36.86,10.251.239.191,critical,SQLi attempt,SQLi attempt from 63.47.36.86 targeting 10.251.239.191
4782,128.76.115.133->10.101.238.217,128.76.115.133,10.101.238.217,high,Port scan,Port scan from 128.76.115.133 targeting 10.101.238.217
4783,98.38.164.15->10.253.241.0,98.38.164.15,10.253.241.0,medium,Port scan,Port scan from 98.38.164.15 targeting 10.253.241.0
4784,86.206.224.250->192.168.109.200,86.206.224.250,192.168.109.200,critical,Ransomware beacon,Ransomware beacon from 86.206.224.250 targeting 192.168.109.200
4785,83.248.160.203->192.168.121.213,83.248.160.203,192.168.121.213,high,Exploit kit,Exploit kit from 83.248.160.203 targeting 192.168.121.213
4786,215.89.138.143->10.159.123.206,215.89.138.143,10.159.123.206,critical,Exploit kit,Exploit kit from 215.89.138.143 targeting 10.159.123.206
4787,117.179.37.33->172.17.164.183,117.179.37.33,172.17.164.183,critical,SQLi attempt,SQLi attempt from 117.179.37.33 targeting 172.17.164.183
4788,198.209.224.201->172.30.126.35,198.209.224.201,172.30.126.35,low,Port scan,Port scan from 198.209.224.201 targeting 172.30.126.35
4789,207.43.18.41->172.28.64.164,207.43.18.41,172.28.64.164,critical,Port scan,Port scan from 207.43.18.41 targeting 172.28.64.164
4790,163.5.202.204->172.17.6.102,163.5.202.204,172.17.6.102,critical,C2 traffic,C2 traffic from 163.5.202.204 targeting 172.17.6.102
4791,142.233.7.44->192.168.35.65,142.233.7.44,192.168.35.65,critical,Ransomware beacon,Ransomware beacon from 142.233.7.44 targeting 192.168.35.65
4792,92.93.1.213->10.206.72.18,92.93.1.213,10.206.72.18,critical,Exploit kit,Exploit kit from 92.93.1.213 targeting 10.206.72.18
4793,179.212.169.109->10.1.97.73,179.212.169.109,10.1.97.73,low,Ransomware beacon,Ransomware beacon from 179.212.169.109 targeting 10.1.97.73
4794,116.151.62.174->172.25.150.242,116.151.62.174,172.25.150.242,medium,Ransomware beacon,Ransomware beacon from 116.151.62.174 targeting 172.25.150.242
4795,34.177.209.44->192.168.54.126,34.177.209.44,192.168.54.126,high,Ransomware beacon,Ransomware beacon from 34.177.209.44 targeting 192.168.54.126
4796,202.55.145.25->10.65.226.51,202.55.145.25,10.65.226.51,low,SQLi attempt,SQLi attempt from 202.55.145.25 targeting 10.65.226.51
4797,198.216.167.226->10.113.200.232,198.216.167.226,10.113.200.232,high,SQLi attempt,SQLi attempt from 198.216.167.226 targeting 10.113.200.232
4798,37.78.177.87->172.17.133.91,37.78.177.87,172.17.133.91,critical,Port scan,Port scan from 37.78.177.87 targeting 172.17.133.91
4799,211.0.63.198->192.168.4.197,211.0.63.198,192.168.4.197,medium,Port scan,Port scan from 211.0.63.198 targeting 192.168.4.197
4800,198.254.36.251->192.168.184.112,198.254.36.251,192.168.184.112,high,Ransomware beacon,Ransomware beacon from 198.254.36.251 targeting 192.168.184.112
4801,154.251.91.254->192.168.247.163,154.251.91.254,192.168.247.163,high,Port scan,Port scan from 154.251.91.254 targeting 192.168.247.163
4802,45.233.219.65->10.169.219.176,45.233.219.65,10.169.219.176,low,Ransomware beacon,Ransomware beacon from 45.233.219.65 targeting 10.169.219.176
4803,19.39.48.215->192.168.62.215,19.39.48.215,192.168.62.215,high,Port scan,Port scan from 19.39.48.215 targeting 192.168.62.215
4804,212.185.73.142->192.168.138.109,212.185.73.142,192.168.138.109,low,C2 traffic,C2 traffic from 212.185.73.142 targeting 192.168.138.109
4805,122.248.164.91->172.27.173.138,122.248.164.91,172.27.173.138,medium,Port scan,Port scan from 122.248.164.91 targeting 172.27.173.138
4806,122.30.189.74->192.168.234.140,122.30.189.74,192.168.234.140,low,Ransomware beacon,Ransomware beacon from 122.30.189.74 targeting 192.168.234.140
4807,201.250.104.51->172.28.8.33,201.250.104.51,172.28.8.33,medium,C2 traffic,C2 traffic from 201.250.104.51 targeting 172.28.8.33
4808,210.153.236.251->172.16.151.9,210.153.236.251,172.16.151.9,critical,Port scan,Port scan from 210.153.236.251 targeting 172.16.151.9
4809,223.123.182.237->172.21.216.164,223.123.182.237,172.21.216.164,critical,Exploit kit,Exploit kit from 223.123.182.237 targeting 172.21.216.164
4810,208.115.126.210->10.157.231.126,208.115.126.210,10.157.231.126,critical,Ransomware beacon,Ransomware beacon from 208.115.126.210 targeting 10.157.231.126
4811,198.176.182.69->192.168.12.221,198.176.182.69,192.168.12.221,medium,SQLi attempt,SQLi attempt from 198.176.182.69 targeting 192.168.12.221
4812,205.235.8.137->172.28.120.205,205.235.8.137,172.28.120.205,low,Port scan,Port scan from 205.235.8.137 targeting 172.28.120.205
4813,133.172.2.176->172.26.50.170,133.172.2.176,172.26.50.170,medium,Ransomware beacon,Ransomware beacon from 133.172.2.176 targeting 172.26.50.170
4814,214.216.207.192->192.168.231.129,214.216.207.192,192.168.231.129,medium,SQLi attempt,SQLi attempt from 214.216.207.192 targeting 192.168.231.129
4815,193.220.172.65->192.168.225.161,193.220.172.65,192.168.225.161,critical,Port scan,Port scan from 193.220.172.65 targeting 192.168.225.161
4816,43.126.102.95->192.168.99.251,43.126.102.95,192.168.99.251,critical,SQLi attempt,SQLi attempt from 43.126.102.95 targeting 192.168.99.251
4817,158.4.92.30->10.13.75.128,158.4.92.30,10.13.75.128,high,Port scan,Port scan from 158.4.92.30 targeting 10.13.75.128
4818,209.102.156.169->192.168.138.36,209.102.156.169,192.168.138.36,medium,Exploit kit,Exploit kit from 209.102.156.169 targeting 192.168.138.36
4819,179.108.127.42->172.18.197.22,179.108.127.42,172.18.197.22,critical,Ransomware beacon,Ransomware beacon from 179.108.127.42 targeting 172.18.197.22
4820,213.124.50.140->192.168.98.74,213.124.50.140,192.168.98.74,low,C2 traffic,C2 traffic from 213.124.50.140 targeting 192.168.98.74
4821,67.208.194.101->192.168.86.35,67.208.194.101,192.168.86.35,medium,Exploit kit,Exploit kit from 67.208.194.101 targeting 192.168.86.35
4822,162.224.159.201->172.18.155.119,162.224.159.201,172.18.155.119,medium,Port scan,Port scan from 162.224.159.201 targeting 172.18.155.119
4823,194.145.82.233->10.127.150.48,194.145.82.233,10.127.150.48,low,Ransomware beacon,Ransomware beacon from 194.145.82.233 targeting 10.127.150.48
4824,203.117.224.56->10.159.99.194,203.117.224.56,10.159.99.194,low,Exploit kit,Exploit kit from 203.117.224.56 targeting 10.159.99.194
4825,124.31.228.208->10.226.61.93,124.31.228.208,10.226.61.93,medium,C2 traffic,C2 traffic from 124.31.228.208 targeting 10.226.61.93
4826,202.224.5.5->172.28.192.82,202.224.5.5,172.28.192.82,low,SQLi attempt,SQLi attempt from 202.224.5.5 targeting 172.28.192.82
4827,104.19.108.82->172.22.164.180,104.19.108.82,172.22.164.180,high,Port scan,Port scan from 104.19.108.82 targeting 172.22.164.180
4828,39.218.55.155->192.168.107.213,39.218.55.155,192.168.107.213,critical,Ransomware beacon,Ransomware beacon from 39.218.55.155 targeting 192.168.107.213
4829,185.204.227.81->172.18.15.244,185.204.227.81,172.18.15.244,critical,Ransomware beacon,Ransomware beacon from 185.204.227.81 targeting 172.18.15.244
4830,212.104.62.41->192.168.122.103,212.104.62.41,192.168.122.103,high,SQLi attempt,SQLi attempt from 212.104.62.41 targeting 192.168.122.103
4831,165.172.173.89->172.27.251.56,165.172.173.89,172.27.251.56,critical,C2 traffic,C2 traffic from 165.172.173.89 targeting 172.27.251.56
4832,216.3.45.214->172.25.81.116,216.3.45.214,172.25.81.116,low,Ransomware beacon,Ransomware beacon from 216.3.45.214 targeting 172.25.81.116
4833,56.132.10.221->10.65.98.189,56.132.10.221,10.65.98.189,medium,Port scan,Port scan from 56.132.10.221 targeting 10.65.98.189
4834,107.64.117.59->10.246.136.169,107.64.117.59,10.246.136.169,low,Exploit kit,Exploit kit from 107.64.117.59 targeting 10.246.136.169
4835,125.129.169.250->172.18.60.203,125.129.169.250,172.18.60.203,low,C2 traffic,C2 traffic from 125.129.169.250 targeting 172.18.60.203
4836,211.167.173.233->192.168.14.170,211.167.173.233,192.168.14.170,low,SQLi attempt,SQLi attempt from 211.167.173.233 targeting 192.168.14.170
4837,43.201.112.131->172.22.104.32,43.201.112.131,172.22.104.32,medium,C2 traffic,C2 traffic from 43.201.112.131 targeting 172.22.104.32
4838,117.106.100.20->192.168.107.74,117.106.100.20,192.168.107.74,high,Port scan,Port scan from 117.106.100.20 targeting 192.168.107.74
4839,19.199.233.43->192.168.168.199,19.199.233.43,192.168.168.199,high,Port scan,Port scan from 19.199.233.43 targeting 192.168.168.199
4840,147.134.164.53->172.25.229.111,147.134.164.53,172.25.229.111,high,Ransomware beacon,Ransomware beacon from 147.134.164.53 targeting 172.25.229.111
4841,25.44.62.144->10.236.118.35,25.44.62.144,10.236.118.35,low,Exploit kit,Exploit kit from 25.44.62.144 targeting 10.236.118.35
4842,191.78.174.215->192.168.188.21,191.78.174.215,192.168.188.21,critical,Ransomware beacon,Ransomware beacon from 191.78.174.215 targeting 192.168.188.21
4843,27.180.139.180->192.168.35.208,27.180.139.180,192.168.35.208,medium,Exploit kit,Exploit kit from 27.180.139.180 targeting 192.168.35.208
4844,204.32.242.67->192.168.126.12,204.32.242.67,192.168.126.12,medium,Ransomware beacon,Ransomware beacon from 204.32.242.67 targeting 192.168.126.12
4845,185.181.190.11->10.90.214.49,185.181.190.11,10.90.214.49,low,Ransomware beacon,Ransomware beacon from 185.181.190.11 targeting 10.90.214.49
4846,7.47.112.151->172.27.106.161,7.47.112.151,172.27.106.161,high,C2 traffic,C2 traffic from 7.47.112.151 targeting 172.27.106.161
4847,222.99.217.19->10.50.20.59,222.99.217.19,10.50.20.59,high,Ransomware beacon,Ransomware beacon from 222.99.217.19 targeting 10.50.20.59
4848,96.194.164.16->172.18.36.151,96.194.164.16,172.18.36.151,medium,Port scan,Port scan from 96.194.164.16 targeting 172.18.36.151
4849,48.185.215.251->10.84.73.144,48.185.215.251,10.84.73.144,medium,Ransomware beacon,Ransomware beacon from 48.185.215.251 targeting 10.84.73.144
4850,133.180.68.67->192.168.140.1,133.180.68.67,192.168.140.1,critical,C2 traffic,C2 traffic from 133.180.68.67 targeting 192.168.140.1
4851,145.214.228.129->172.29.172.116,145.214.228.129,172.29.172.116,critical,Port scan,Port scan from 145.214.228.129 targeting 172.29.172.116
4852,128.21.192.227->172.30.132.37,128.21.192.227,172.30.132.37,high,Exploit kit,Exploit kit from 128.21.192.227 targeting 172.30.132.37
4853,136.74.114.4->192.168.109.166,136.74.114.4,192.168.109.166,critical,Port scan,Port scan from 136.74.114.4 targeting 192.168.109.166
4854,223.209.132.230->10.94.102.88,223.209.132.230,10.94.102.88,critical,SQLi attempt,SQLi attempt from 223.209.132.230 targeting 10.94.102.88
4855,210.28.54.44->192.168.18.87,210.28.54.44,192.168.18.87,critical,Exploit kit,Exploit kit from 210.28.54.44 targeting 192.168.18.87
4856,215.67.201.176->192.168.33.226,215.67.201.176,192.168.33.226,critical,SQLi attempt,SQLi attempt from 215.67.201.176 targeting 192.168.33.226
4857,164.38.251.5->172.20.238.165,164.38.251.5,172.20.238.165,low,Port scan,Port scan from 164.38.251.5 targeting 172.20.238.165
4858,213.73.207.39->172.30.142.104,213.73.207.39,172.30.142.104,critical,Exploit kit,Exploit kit from 213.73.207.39 targeting 172.30.142.104
4859,165.236.29.107->192.168.70.239,165.236.29.107,192.168.70.239,medium,C2 traffic,C2 traffic from 165.236.29.107 targeting 192.168.70.239
4860,38.113.214.111->192.168.123.143,38.113.214.111,192.168.123.143,medium,SQLi attempt,SQLi attempt from 38.113.214.111 targeting 192.168.123.143
4861,195.177.128.197->172.30.116.185,195.177.128.197,172.30.116.185,high,Port scan,Port scan from 195.177.128.197 targeting 172.30.116.185
4862,188.117.113.18->192.168.234.138,188.117.113.18,192.168.234.138,medium,Port scan,Port scan from 188.117.113.18 targeting 192.168.234.138
4863,153.185.232.181->10.17.222.86,153.185.232.181,10.17.222.86,critical,Ransomware beacon,Ransomware beacon from 153.185.232.181 targeting 10.17.222.86
4864,136.104.172.149->192.168.83.24,136.104.172.149,192.168.83.24,critical,SQLi attempt,SQLi attempt from 136.104.172.149 targeting 192.168.83.24
4865,221.67.196.185->192.168.168.1,221.67.196.185,192.168.168.1,low,Exploit kit,Exploit kit from 221.67.196.185 targeting 192.168.168.1
4866,37.44.245.40->192.168.3.101,37.44.245.40,192.168.3.101,medium,SQLi attempt,SQLi attempt from 37.44.245.40 targeting 192.168.3.101
4867,210.181.55.51->192.168.16.243,210.181.55.51,192.168.16.243,high,Ransomware beacon,Ransomware beacon from 210.181.55.51 targeting 192.168.16.243
4868,205.246.225.244->10.230.223.214,205.246.225.244,10.230.223.214,low,SQLi attempt,SQLi attempt from 205.246.225.244 targeting 10.230.223.214
4869,213.66.42.114->192.168.48.148,213.66.42.114,192.168.48.148,medium,Exploit kit,Exploit kit from 213.66.42.114 targeting 192.168.48.148
4870,192.35.5.55->192.168.48.135,192.35.5.55,192.168.48.135,high,SQLi attempt,SQLi attempt from 192.35.5.55 targeting 192.168.48.135
4871,40.28.191.173->10.201.1.17,40.28.191.173,10.201.1.17,medium,C2 traffic,C2 traffic from 40.28.191.173 targeting 10.201.1.17
4872,212.151.164.103->172.19.60.248,212.151.164.103,172.19.60.248,critical,SQLi attempt,SQLi attempt from 212.151.164.103 targeting 172.19.60.248
4873,162.113.49.226->172.18.74.190,162.113.49.226,172.18.74.190,medium,Exploit kit,Exploit kit from 162.113.49.226 targeting 172.18.74.190
4874,98.140.216.106->172.17.52.160,98.140.216.106,172.17.52.160,high,Port scan,Port scan from 98.140.216.106 targeting 172.17.52.160
4875,172.56.20.12->172.16.135.147,172.56.20.12,172.16.135.147,critical,Ransomware beacon,Ransomware beacon from 172.56.20.12 targeting 172.16.135.147
4876,210.11.252.101->172.18.193.91,210.11.252.101,172.18.193.91,critical,Exploit kit,Exploit kit from 210.11.252.101 targeting 172.18.193.91
4877,14.104.14.175->10.122.10.209,14.104.14.175,10.122.10.209,critical,Ransomware beacon,Ransomware beacon from 14.104.14.175 targeting 10.122.10.209
4878,73.218.247.186->192.168.121.160,73.218.247.186,192.168.121.160,critical,Exploit kit,Exploit kit from 73.218.247.186 targeting 192.168.121.160
4879,212.231.201.45->172.16.205.240,212.231.201.45,172.16.205.240,high,Exploit kit,Exploit kit from 212.231.201.45 targeting 172.16.205.240
4880,218.135.2.192->192.168.179.95,218.135.2.192,192.168.179.95,medium,SQLi attempt,SQLi attempt from 218.135.2.192 targeting 192.168.179.95
4881,96.19.115.114->172.30.84.181,96.19.115.114,172.30.84.181,high,Exploit kit,Exploit kit from 96.19.115.114 targeting 172.30.84.181
4882,182.74.1.27->192.168.16.235,182.74.1.27,192.168.16.235,critical,C2 traffic,C2 traffic from 182.74.1.27 targeting 192.168.16.235
4883,206.221.76.121->10.149.42.172,206.221.76.121,10.149.42.172,critical,C2 traffic,C2 traffic from 206.221.76.121 targeting 10.149.42.172
4884,222.168.232.87->10.233.226.53,222.168.232.87,10.233.226.53,critical,C2 traffic,C2 traffic from 222.168.232.87 targeting 10.233.226.53
4885,87.150.6.116->192.168.94.219,87.150.6.116,192.168.94.219,critical,Port scan,Port scan from 87.150.6.116 targeting 192.168.94.219
4886,211.96.51.172->10.165.15.62,211.96.51.172,10.165.15.62,medium,Port scan,Port scan from 211.96.51.172 targeting 10.165.15.62
4887,14.82.171.62->192.168.59.180,14.82.171.62,192.168.59.180,medium,SQLi attempt,SQLi attempt from 14.82.171.62 targeting 192.168.59.180
4888,205.124.197.74->192.168.168.149,205.124.197.74,192.168.168.149,medium,Port scan,Port scan from 205.124.197.74 targeting 192.168.168.149
4889,163.98.154.233->172.28.210.235,163.98.154.233,172.28.210.235,low,SQLi attempt,SQLi attempt from 163.98.154.233 targeting 172.28.210.235
4890,214.14.88.187->192.168.56.68,214.14.88.187,192.168.56.68,low,SQLi attempt,SQLi attempt from 214.14.88.187 targeting 192.168.56.68
4891,104.29.97.122->172.24.162.153,104.29.97.122,172.24.162.153,low,C2 traffic,C2 traffic from 104.29.97.122 targeting 172.24.162.153
4892,137.102.35.179->192.168.16.73,137.102.35.179,192.168.16.73,high,Ransomware beacon,Ransomware beacon from 137.102.35.179 targeting 192.168.16.73
4893,146.218.10.195->192.168.105.143,146.218.10.195,192.168.105.143,critical,Exploit kit,Exploit kit from 146.218.10.195 targeting 192.168.105.143
4894,188.32.216.166->10.115.75.161,188.32.216.166,10.115.75.161,low,C2 traffic,C2 traffic from 188.32.216.166 targeting 10.115.75.161
4895,206.97.228.27->10.176.76.37,206.97.228.27,10.176.76.37,medium,Port scan,Port scan from 206.97.228.27 targeting 10.176.76.37
4896,168.190.39.34->192.168.20.215,168.190.39.34,192.168.20.215,low,C2 traffic,C2 traffic from 168.190.39.34 targeting 192.168.20.215
4897,81.131.151.215->192.168.194.218,81.131.151.215,192.168.194.218,medium,SQLi attempt,SQLi attempt from 81.131.151.215 targeting 192.168.194.218
4898,218.142.218.67->172.25.142.32,218.142.218.67,172.25.142.32,critical,Exploit kit,Exploit kit from 218.142.218.67 targeting 172.25.142.32
4899,24.168.144.55->172.16.71.251,24.168.144.55,172.16.71.251,medium,Exploit kit,Exploit kit from 24.168.144.55 targeting 172.16.71.251
4900,223.96.3.245->192.168.225.227,223.96.3.245,192.168.225.227,high,Port scan,Port scan from 223.96.3.245 targeting 192.168.225.227
4901,136.115.46.55->192.168.209.55,136.115.46.55,192.168.209.55,high,SQLi attempt,SQLi attempt from 136.115.46.55 targeting 192.168.209.55
4902,206.190.156.73->172.25.228.174,206.190.156.73,172.25.228.174,critical,Ransomware beacon,Ransomware beacon from 206.190.156.73 targeting 172.25.228.174
4903,211.93.90.170->192.168.12.215,211.93.90.170,192.168.12.215,high,Ransomware beacon,Ransomware beacon from 211.93.90.170 targeting 192.168.12.215
4904,20.207.71.133->10.174.237.27,20.207.71.133,10.174.237.27,medium,Exploit kit,Exploit kit from 20.207.71.133 targeting 10.174.237.27
4905,80.248.0.121->172.26.150.174,80.248.0.121,172.26.150.174,medium,Port scan,Port scan from 80.248.0.121 targeting 172.26.150.174
4906,178.3.162.171->172.28.210.173,178.3.162.171,172.28.210.173,medium,Port scan,Port scan from 178.3.162.171 targeting 172.28.210.173
4907,139.155.87.128->172.19.203.67,139.155.87.128,172.19.203.67,high,Ransomware beacon,Ransomware beacon from 139.155.87.128 targeting 172.19.203.67
4908,130.132.236.192->172.16.206.3,130.132.236.192,172.16.206.3,high,Exploit kit,Exploit kit from 130.132.236.192 targeting 172.16.206.3
4909,45.153.4.38->10.68.50.98,45.153.4.38,10.68.50.98,medium,Exploit kit,Exploit kit from 45.153.4.38 targeting 10.68.50.98
4910,88.128.58.216->172.22.162.185,88.128.58.216,172.22.162.185,low,Exploit kit,Exploit kit from 88.128.58.216 targeting 172.22.162.185
4911,176.219.203.17->192.168.205.152,176.219.203.17,192.168.205.152,medium,Exploit kit,Exploit kit from 176.219.203.17 targeting 192.168.205.152
4912,149.140.120.93->10.230.217.201,149.140.120.93,10.230.217.201,medium,Exploit kit,Exploit kit from 149.140.120.93 targeting 10.230.217.201
4913,4.250.247.128->192.168.203.142,4.250.247.128,192.168.203.142,medium,C2 traffic,C2 traffic from 4.250.247.128 targeting 192.168.203.142
4914,101.197.19.194->192.168.72.155,101.197.19.194,192.168.72.155,low,Exploit kit,Exploit kit from 101.197.19.194 targeting 192.168.72.155
4915,194.134.253.66->10.222.209.212,194.134.253.66,10.222.209.212,high,Exploit kit,Exploit kit from 194.134.253.66 targeting 10.222.209.212
4916,83.233.35.16->172.25.129.189,83.233.35.16,172.25.129.189,high,SQLi attempt,SQLi attempt from 83.233.35.16 targeting 172.25.129.189
4917,86.231.254.222->192.168.250.185,86.231.254.222,192.168.250.185,medium,C2 traffic,C2 traffic from 86.231.254.222 targeting 192.168.250.185
4918,75.174.3.26->192.168.13.164,75.174.3.26,192.168.13.164,high,Port scan,Port scan from 75.174.3.26 targeting 192.168.13.164
4919,147.81.247.19->10.207.44.2,147.81.247.19,10.207.44.2,critical,C2 traffic,C2 traffic from 147.81.247.19 targeting 10.207.44.2
4920,17.129.191.170->192.168.109.226,17.129.191.170,192.168.109.226,low,SQLi attempt,SQLi attempt from 17.129.191.170 targeting 192.168.109.226
4921,26.221.235.184->10.213.153.108,26.221.235.184,10.213.153.108,high,C2 traffic,C2 traffic from 26.221.235.184 targeting 10.213.153.108
4922,76.142.1.50->192.168.240.254,76.142.1.50,192.168.240.254,low,C2 traffic,C2 traffic from 76.142.1.50 targeting 192.168.240.254
4923,191.247.40.206->172.20.135.63,191.247.40.206,172.20.135.63,low,Exploit kit,Exploit kit from 191.247.40.206 targeting 172.20.135.63
4924,166.147.109.80->10.167.21.34,166.147.109.80,10.167.21.34,medium,C2 traffic,C2 traffic from 166.147.109.80 targeting 10.167.21.34
4925,154.235.129.195->192.168.238.212,154.235.129.195,192.168.238.212,high,Exploit kit,Exploit kit from 154.235.129.195 targeting 192.168.238.212
4926,154.101.212.7->192.168.163.120,154.101.212.7,192.168.163.120,critical,Exploit kit,Exploit kit from 154.101.212.7 targeting 192.168.163.120
4927,129.180.116.236->192.168.94.229,129.180.116.236,192.168.94.229,medium,Ransomware beacon,Ransomware beacon from 129.180.116.236 targeting 192.168.94.229
4928,8.185.43.65->172.29.212.147,8.185.43.65,172.29.212.147,low,Port scan,Port scan from 8.185.43.65 targeting 172.29.212.147
4929,201.105.31.239->192.168.1.58,201.105.31.239,192.168.1.58,low,Port scan,Port scan from 201.105.31.239 targeting 192.168.1.58
4930,90.202.96.254->10.228.243.90,90.202.96.254,10.228.243.90,high,Ransomware beacon,Ransomware beacon from 90.202.96.254 targeting 10.228.243.90
4931,32.82.206.16->192.168.114.100,32.82.206.16,192.168.114.100,medium,C2 traffic,C2 traffic from 32.82.206.16 targeting 192.168.114.100
4932,155.88.184.215->172.27.127.36,155.88.184.215,172.27.127.36,low,C2 traffic,C2 traffic from 155.88.184.215 targeting 172.27.127.36
